SMILES,Molecule Name,pxr_pEC50,adme_log_hlm_clint,adme_log_rlm_clint,adme_log_mdr1_mdck_er,adme_log_solubility_ph68,adme_log_ppb_human_unbound,adme_log_ppb_rat_unbound
O=C(O)c1ccc(COc2ccc(/C=C3\SC(=O)N(Cc4ccc(F)cc4)C3=O)cc2)cc1,,,,,,-0.004364805,,
O=C(O)c1ccc(Cl)c(Cl)c1,OADMET-0002150,1.94,,,,,,
O=C(O)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,OADMET-0002235,2.88,,,,,,
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,OADMET-0002148,2.78,,,,,,
O=C(O)c1ccc(Cl)cc1,OADMET-0002143,3.01,,,,,,
O=C(O)c1ccc(Cl)cc1[N+](=O)[O-],OADMET-0002190,2.93,,,,,,
O=C(O)c1ccc(I)cc1,OADMET-0002243,3.18,,,,,,
O=C(O)c1ccc(N2CCCC2)c(F)c1,,,0.675686709,1.159867847,-0.062994679,1.435844366,,
O=C(O)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,OADMET-0002283,3.52,,,,,,
O=C(O)c1ccc(NC(=O)c2ccco2)cc1,OADMET-0002240,3.05,,,,,,
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,,,0.675686709,2.008417048,0.52079863,1.673020907,,
O=C(O)c1ccc(OC(F)F)c(OCC2CC2)c1,OADMET-0002281,3.65,,,,,,
O=C(O)c1ccc([N+](=O)[O-])cc1,OADMET-0002247,2.55,,,,,,
O=C(O)c1ccc2c(c1)OCO2,OADMET-0002286,2.55,,,,,,
O=C(O)c1ccc2ccccc2n1,OADMET-0002207,2.89,,,,,,
O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,OADMET-0002185,1.82,,,,,,
O=C(O)c1cccc(-c2ccco2)c1,OADMET-0002236,2.92,,,,,,
O=C(O)c1cccc(-n2cnnn2)c1,OADMET-0002175,3.03,,,,,,
O=C(O)c1cccc(F)c1,OADMET-0002258,2.66,,,,,,
O=C(O)c1cccc(N2CCC(Oc3ccc(Cl)cc3)CC2)n1,,,0.688686724,1.027920136,-0.148342725,1.652729696,,
O=C(O)c1cccc(S(=O)(=O)N2CCOCC2)c1,OADMET-0002323,1.96,,,,,,
O=C(O)c1cccc([N+](=O)[O-])c1,OADMET-0002264,2.02,,,,,,
O=C(O)c1cccc2c(Br)cccc12,OADMET-0002225,3.54,,,,,,
O=C(O)c1ccccc1-c1ccc(CN2CCCCC2)cc1,,,0.675686709,1.734535813,0.619804985,1.963410016,,
O=C(O)c1ccccc1-n1cnc(CN2CCCC2)c1,,,0.675686709,1.027920136,0.396415762,1.588383768,,
O=C(O)c1ccccc1COc1cccc2cccnc12,,,0.675686709,1.093211492,0.244551543,,,
O=C(O)c1ccccc1Cl,OADMET-0002156,2.36,,,,,,
O=C(O)c1ccccc1O,OADMET-0002212,2.01,,,,,,
O=C(O)c1cccnc1,OADMET-0002200,2.24,,,,,,
O=C(O)c1cccnc1Cl,OADMET-0002270,2.11,,,,,,
O=C(O)c1ccco1,OADMET-0002246,1.92,,,,,,
O=C(O)c1cccs1,OADMET-0002290,2.12,,,,,,
O=C(O)c1ccncc1,OADMET-0002280,1.96,,,,,,
O=C(O)c1cnc(/C=C/c2csc(-c3ccsc3)n2)s1,,,0.895864351,1.772820272,-0.079886201,1.889357737,,
O=C(O)c1cnc2sccn2c1=O,OADMET-0002241,2.75,,,,,,
O=C(O)c1cncc(Br)c1,OADMET-0002149,1.98,,,,,,
O=C(O)c1cnccn1,OADMET-0002221,2.64,,,,,,
O=C(O)c1cnn(-c2ccncc2)c1C(F)F,,,0.675686709,1.027920136,,1.503654519,,
O=C(O)c1cnn(-c2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c1,,,0.675686709,1.027920136,0.021092541,,,
O=C(O)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12,OADMET-0002184,3.5,,,,,,
O=C(O)c1csc(CCNC(=O)N2CCOc3ccc(CO)cc3C2)n1,OADMET-0001294,2.34,,,,,,
O=C(O)c1csc(Cc2ccc(Cl)cc2)n1,,,0.675686709,1.027920136,-0.398284754,,,
O=C(O)c1n[nH]cc1CN1CCC(c2nnc[nH]2)CC1,OADMET-0000991,3.17,,,,,,
O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,,,0.844725628,1.027920136,-0.095768156,1.610660163,,
O=C(O)c1sc2cc(Cl)ccc2c1Cl,OADMET-0002299,3.05,,,,,,
O=C(O)c1sc2ccccc2c1Cl,OADMET-0002155,3.02,,,,,,
O=C(OCC1CCSCC1)c1cccc(-n2cccn2)n1,,,2.831560733,3.342119161,-0.305170565,,,
O=C(OCc1cc(Cl)ccn1)c1ccc2[nH]c(C(F)F)nc2c1,,,2.711798796,3.182590104,0.136450452,1.544440137,,
O=C(OCc1cccc(F)c1F)C1CC(O)CN1C(=O)c1ccc2ccccc2c1,OADMET-0005448,5.31,,,,,,
O=C(OCc1ccccc1)N1CCN(C(=O)c2cncc3nc(C(F)(F)F)[nH]c23)CC1,OADMET-0005775,4.78,,,,,,
O=C([C@@H]1CCCN1C(=O)NC(c1ccccc1)c1ccccc1)N1CCCCC1,,,2.311514403,2.937915395,1.429110514,,,
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,,,2.399486814,3.584599974,-0.103347886,1.635986112,,
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,,,2.526548619,3.563233491,-0.101057236,1.699404082,,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,OADMET-0003743,4.78,,,,,,
O=C(c1[nH]c2ccc(Cl)cc2c1Cl)N1CCC(O)(c2ccc(F)cc2)C1,OADMET-0005426,5.16,,,,,,
O=C(c1c(F)cccc1F)N1CCN(c2ccccc2F)CC1,OADMET-0001924,3.9,,,,,,
O=C(c1c[nH]c(=O)c2ccccc12)N1CCCN(c2ccccn2)CC1,OADMET-0005562,5.03,,,,,,
O=C(c1c[nH]c2ncc(Br)cc12)N1CCCC(n2ccnc2)C1,OADMET-0005984,5.35,,,,,,
O=C(c1c[nH]nc1-c1cccc(Cl)c1)N1CCCC(O)(C(F)(F)F)C1,OADMET-0005761,4.4,,,,,,
O=C(c1c[nH]nc1-c1ccsc1)N1CCOC2(CCc3ccccc32)C1,OADMET-0005694,4.96,,,,,,
O=C(c1cc(-c2ccc(Cl)cc2Cl)on1)N1CCN(C(=O)c2ccco2)CC1,OADMET-0002039,3.04,,,,,,
O=C(c1cc(-c2ccc(F)cc2)on1)N1CC[C@H](Oc2ccccc2F)[C@@H](O)CC1,,,1.685392372,2.777962291,-0.064752219,,,
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,,,1.188759793,2.437874177,-0.156295413,1.019946682,,
O=C(c1cc(-c2ccccc2)[nH]n1)N1CCc2ccccc21,,,,,,-0.075720714,,
O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(Cc2nnnn2-c2ccccc2)CC1,OADMET-0004897,5.12,,,,,,
O=C(c1cc(-c2ccccc2O)[nH]n1)N1CCC(O)(Cc2ccc(F)cc2)C1,OADMET-0004040,5.28,,,,,,
O=C(c1cc(-c2ccccn2)ns1)N1CCCC(c2cc(O)cc(F)c2)C1,OADMET-0005334,4.47,,,,,,
O=C(c1cc(-c2ccco2)on1)N1CCOCC1,OADMET-0001970,2.22,,,,,,
O=C(c1cc(-c2cccs2)on1)N1CCN(c2ccc(F)cc2)CC1,OADMET-0001965,2.08,,,,,,
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,OADMET-0003651,4.83,,,,,,
O=C(c1cc(Cl)ccc1NCc1ncnn1-c1ccccc1)N1CCCC1,OADMET-0003332,5.29,,,,,,
O=C(c1cc(F)ccc1F)N1CCN(C(=O)C2CC2)CC1,,,0.675686709,1.295984701,0.082084111,,,
O=C(c1cc(F)ccc1O)N1CCN(C2CCOCC2)CC1,,,0.675686709,2.30227247,,,,
O=C(c1cc(Oc2cccc(F)c2)nc2ccccc12)N1CCOCC1,,,,,,1.206556044,,
O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,OADMET-0002731,5.61,,,,,,
O=C(c1cc2cc(F)ccc2[nH]1)N1CCc2ccccc2C1,OADMET-0001898,5.13,,,,,,
O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1,,,0.675686709,1.246695495,-0.368291709,1.658869592,,
O=C(c1cc2ccccc2oc1=O)N1CCN(C2CC2)c2ccccc21,OADMET-0003300,5.27,,,,,,
O=C(c1ccc(-c2ccccc2)[nH]1)N(CC(F)F)CC(F)F,OADMET-0005843,4.74,,,,,,
O=C(c1ccc(-c2ccccc2)cc1)N1CCCC1C1(C(F)(F)F)N=N1,OADMET-0004986,4.87,,,,,,
O=C(c1ccc(-c2cccnc2)nc1)N1CCCC(c2ccccc2)CC1,OADMET-0001330,4.56,,,,,,
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(F)(F)CC1,,,0.675686709,1.635664665,,,,
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(O)(CN2CCCC2)CC1,,,0.675686709,1.880870733,1.248721737,,,
O=C(c1ccc(-c2nc3ccccc3s2)o1)N1CCCC(N2CCNC2=O)C1,OADMET-0006039,4.18,,,,,,
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,,,0.764026608,2.10436418,-0.126760545,1.62838893,,
O=C(c1ccc(-n2cnc3ccccc32)cc1)N1CCCC(OCCO)C1,OADMET-0003443,2.49,,,,,,
O=C(c1ccc(Cc2ccccc2)cn1)N1CCCC2(CCOCC2)C1,OADMET-0004980,5.35,,,,,,
O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2F)CC1,OADMET-0001931,1.97,,,,,,
O=C(c1ccc(Cl)cc1)N1CCC(c2nnc3n2CCCC3)CC1,,,0.675686709,1.027920136,2.108108208,,,
O=C(c1ccc(Cl)cc1)N1CCC[C@@H](C(=O)N2CCc3ccccc3C2)C1,,,2.555778619,3.40330999,0.387575255,,,
O=C(c1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,OADMET-0001979,3.61,,,,,,
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,,,1.084039781,2.095615626,-0.100465634,1.033423755,,
O=C(c1ccc(F)c(F)c1)N1CCN(C(=O)c2nc(Cl)ccc2Cl)CC1,,,0.675686709,1.367616792,0.645801453,1.790144365,,
O=C(c1ccc(F)c2ccncc12)N(Cc1ccccc1)C(CO)C1CCC1,OADMET-0003264,5.265000000000001,,,,,,
O=C(c1ccc(F)cc1)N1CCN(CC(=O)N2CCCC2=O)CC1,,,0.675686709,1.14928071,1.015518022,1.976945751,,
O=C(c1ccc(F)cc1)N1Cc2nc[nH]c2C[C@H]1c1nc(-c2ccc(Cl)cc2)no1,,,1.328032845,2.124628105,,1.305351369,,
O=C(c1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1)N1CCC(c2cn[nH]c2)CC1,OADMET-0002554,5.08,,,,,,
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,,,1.880424839,2.781178565,,,,
O=C(c1ccc(NS(=O)(=O)c2cccc3cnccc23)cc1)N1CCCC1,,,1.427112676,2.749437925,1.898116504,,,
O=C(c1ccc(O)cc1)N1CCN(c2ncnc3c2CCC3)CC1,,,1.082928915,2.251536021,1.635907137,,,
O=C(c1ccc(O)nc1)N1CCN(c2ncccn2)CC1,,,0.675686709,1.027920136,0.845079437,1.63447727,,
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,OADMET-0003544,4.7,,,,,,
O=C(c1ccc(Oc2cccc(Cl)c2Cl)nn1)N1CC(O)(C2CC2)C1,OADMET-0005788,6.23,,,,,,
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,,,0.675686709,1.027920136,0.832551262,,-0.467245621,-0.295849483
O=C(c1ccc2[nH]ccc2c1)N1CCC(Cc2nncn2Cc2ccccc2)C1,OADMET-0001413,3.4,,,,,,
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,,,1.861886721,2.756505268,0.203055454,0.371067862,,
O=C(c1ccc2[nH]ncc2c1)N1CCCC(C(=O)N2CCC3(C2)Oc2ccccc2O3)C1,OADMET-0005755,4.69,,,,,,
O=C(c1ccc2c(c1)CCCC2)N1CCOCC1c1ccn[nH]1,,,,,0.606812913,,,
O=C(c1ccc2c(c1)CCCN2)N1CCCCC1C(F)F,OADMET-0003046,5.355,,,,,,
O=C(c1ccc2c(c1)CN(C(=O)c1ccc3ncccc3c1)CCO2)N1CCCC1,OADMET-0001372,3.41,,,,,,
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,,,0.675686709,1.649529566,1.797597142,1.432006687,,
O=C(c1ccc2cc[nH]c2c1)N1CCC(Cc2nncn2Cc2ccccc2)C1,OADMET-0001412,4.11,,,,,,
O=C(c1ccc2ccccc2n1)N1CCN(c2ccccc2O)CC1,OADMET-0001881,4.6,,,,,,
O=C(c1ccc2oc(=O)[nH]c2c1)N1CCOCC12CCCCC2,OADMET-0005678,5.14,,,,,,
O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCC(Oc2cccnc2)CC1,,,2.831694486,3.320450809,0.169684342,1.385248682,,
O=C(c1cccc(-n2cnnc2)c1)N1CCCCC1CCc1ccccc1,OADMET-0001141,4.41,,,,,,
O=C(c1cccc(C(F)(F)F)c1O)N1CCOC(C2CCCCC2)C1,OADMET-0003358,4.86,,,,,,
O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,,,1.14213908,2.162877917,1.573193915,1.750199728,,
O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,,,1.459377408,2.220212725,-0.168890367,0.380211242,,
O=C(c1cccc(N2CCNC2=O)c1)N1CCc2ccccc2C1,,,1.108192805,2.50742136,0.757582069,1.626340367,,
O=C(c1cccc(NCc2cc(O)cc(Cl)c2)c1)N1CCOCC1,OADMET-0005859,4.4,,,,,,
O=C(c1cccc(Nc2ccccc2)c1)N1CCN(C2=NS(=O)(=O)c3ccccc32)CC1,OADMET-0002635,5.45,,,,,,
O=C(c1cccc(Nc2ncccn2)c1)N1CCOCC(Cc2cccc3ccncc23)C1,,,2.448098501,3.217539478,1.447158031,,,
O=C(c1cccc([N+](=O)[O-])c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,OADMET-0003498,5.39,,,,,,
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,,,2.842470693,3.650157389,0.765837021,1.751279104,,
O=C(c1cccc2oc(=O)[nH]c12)N1CCN(C2CC2)c2ccccc21,OADMET-0005832,5.07,,,,,,
O=C(c1ccccc1)N1CCC(C(=O)N2CCCc3n[nH]cc32)CC1,OADMET-0002995,3.43,,,,,,
O=C(c1ccccc1)N1CCC(Nc2cc(C(F)(F)F)nc3ncnn23)CC1,OADMET-0003416,4.81,,,,,,
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,,,2.09871985,2.647924522,-0.16528713,1.543074235,,
O=C(c1ccccc1)N1CCN2C(=O)N(Cc3ccccc3)C(=O)[C@H]2C1,,,0.830716949,1.896779666,0.18139049,1.794488047,,
O=C(c1ccccc1-c1ncc(-c2ccccc2F)o1)N1CCC1,,,1.545059585,2.658512217,-0.181195641,1.639586087,,
O=C(c1ccccc1-c1ncn[nH]1)N1CCCCC1CCc1ccccc1,OADMET-0004900,4.73,,,,,,
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,,,1.748141493,2.781462396,1.285122407,1.735439203,,
O=C(c1ccccc1Br)N1CC(c2cn(-c3ccccc3)nn2)C1,OADMET-0005143,4.63,,,,,,
O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1,OADMET-0002026,1.95,,,,,,
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,,,1.795344637,3.094085578,-0.114248674,1.51851394,,
O=C(c1ccccc1N1CCOCC1)N(Cc1ccccn1)C1CCCCC1,,,2.995822033,3.584255442,0.50030563,,,
O=C(c1ccccn1)C1CCCN(C(=O)NCCc2noc(C3CC3)n2)C1,OADMET-0001101,4.26,,,,,,
O=C(c1ccccn1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,,,2.213581502,3.113778957,-0.101806269,1.476396827,,
O=C(c1ccccn1)N1CCCC1CCc1noc(C2CC2)n1,OADMET-0001450,3.66,,,,,,
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,,,2.5987369,3.102705655,-0.04333824,1.555698895,,
O=C(c1cccnc1N1CCC(c2nc3ccccc3[nH]2)CC1)N1CCc2ccccc21,OADMET-0002792,5.39,,,,,,
O=C(c1ccco1)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,,,,,,1.843544212,,
O=C(c1ccco1)N1CCNCC1,OADMET-0002125,2.16,,,,,,
O=C(c1cccs1)N1CCCC(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)C1,,,2.884894442,3.690644678,,1.392696953,,
O=C(c1cccs1)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,OADMET-0002040,3.55,,,,,,
O=C(c1cccs1)N1CCNCC1,OADMET-0002093,2.45,,,,,,
O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,,,0.762002969,2.177813437,0.375416518,1.800235789,,
O=C(c1ccn(-c2cc(F)cc(F)c2)n1)N1CCCc2ccccc21,OADMET-0002617,5.67,,,,,,
O=C(c1ccn(-c2ccccc2F)n1)N1CCC(Oc2ccccn2)C1,OADMET-0005538,4.43,,,,,,
O=C(c1ccnc(C(=O)N2CCCC3(CC3)C2)c1)N1CCCC2(CC2)C1,OADMET-0003253,5.47,,,,,,
O=C(c1ccnc(CO)c1)N1CCN(c2cncc3ccccc23)CC1,OADMET-0002837,1.73,,,,,,
O=C(c1ccncc1)N1CCC(N2C(=O)C3(CCCCC3)C2c2ccncc2)CC1,OADMET-0001435,3.09,,,,,,
O=C(c1ccncc1)N1CCC(c2cnccn2)CC1,,,0.675686709,1.027920136,0.432555455,1.786467477,,
O=C(c1ccncc1F)N1CCN(C2CC2)c2ccccc21,OADMET-0005750,4.44,,,,,,
O=C(c1ccnn1CC(F)F)N1CCCC1c1cccc(F)c1,OADMET-0004799,5.38,,,,,,
O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,,,2.17634597,3.303574442,1.357427307,,,
O=C(c1cn2ccccc2n1)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,OADMET-0004843,5.24,,,,,,
O=C(c1cnc(-c2ccccc2)s1)N1CCOC2(CCCC2)C1,,,1.330494942,2.888995627,-0.236323332,1.591064607,,
O=C(c1cnc2ccccn12)N1CCN(C2CC2)c2ccccc21,OADMET-0002591,5.23,,,,,,
O=C(c1cncc(-c2ccc3c(c2)CCO3)c1)N1CCCCCO1,OADMET-0005409,4.89,,,,,,
O=C(c1cncc(Br)c1)N1CCC(N2CCCC2)CC1,OADMET-0001958,1.91,,,,,,
O=C(c1cncc(Br)c1)N1CCCC1CCc1noc(-c2cccnc2)n1,OADMET-0001449,5.2,,,,,,
O=C(c1cnccn1)N(c1ccc(Br)cc1Cl)C1CCC1,OADMET-0005686,5.1,,,,,,
O=C(c1cnn(-c2ccccc2)c1)N1CCC(Oc2ccccn2)C1,OADMET-0005847,5.21,,,,,,
O=C(c1cnn(-c2ccccn2)c1C(F)(F)F)N1CC2CCC1C2,OADMET-0005582,4.85,,,,,,
O=C(c1coc(C2CC2)n1)N1CCOc2c(Cl)cc(Br)cc21,OADMET-0005650,4.27,,,,,,
O=C(c1n[nH]c2c1COCC2)N1CCC2(C=Cc3ccccc32)CC1,,,0.685831275,2.939548704,0.174505376,,,
O=C(c1nc(-c2ccccc2)n(-c2ccccc2)n1)N1CC2CCC(O)C2C1,OADMET-0003053,4.87,,,,,,
O=C(c1nc(-c2ccccc2)n2c1CCCCC2)N1C2CCC1c1cn[nH]c1C2,OADMET-0003337,5.01,,,,,,
O=C(c1nc(NCc2ccco2)ncc1Cl)N1CCc2sccc2C1,OADMET-0002677,5.28,,,,,,
O=C(c1nc2ccccc2c(=O)[nH]1)N1C[C@H](Cc2ccccc2)[C@@H](O)C1,OADMET-0005594,4.24,,,,,,
O=C(c1nc2cccnc2[nH]1)N1CCCC(c2nnc[nH]2)C1,OADMET-0001052,2.85,,,,,,
O=C(c1ncc2ccccn12)N1CCCC(n2ccc(C(F)(F)F)n2)C1,OADMET-0005152,5.06,,,,,,
O=C(c1nccc2ccccc12)N1CCC(COc2ccccn2)CC1,,,1.624776971,3.733402884,,,,
O=C(c1ncnc2c1OCCO2)N1CCCC1Cc1cccc2ccccc12,OADMET-0005537,5.19,,,,,,
O=C(c1ncoc1-c1ccon1)N1CCOc2c(Br)cccc2C1,OADMET-0005762,4.79,,,,,,
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,,,1.013805927,3.464581643,-0.204917903,1.726727209,,
O=C(c1noc2c1CCCCC2)N1CCn2cccc2C1c1ccccc1,OADMET-0003226,5.77,,,,,,
O=C(c1onc2c1CCCC2)N1COCCC1c1ccccc1,OADMET-0004926,5.54,,,,,,
O=C(c1onc2c1CCCC2)N1Cc2ncccc2N2CCC[C@H]2C1,OADMET-0005232,5.45,,,,,,
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,,,1.653357254,2.926789889,0.071460027,1.766115283,,
O=C(c1sc2ccccc2c1Cl)N1CCN(c2ccc(F)cc2)CC1,OADMET-0001995,4.32,,,,,,
O=C(c1sccc1C1CC1)N1CCC(C(=O)N2CCCCC2)CC1,OADMET-0005091,5.31,,,,,,
O=C1/C(=C2/CCCCCN2)C(Nc2ccccc2)=NN1c1ccccc1,,,,,-0.132600326,-0.26760624,,
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,OADMET-0003637,3.88,,,,,,
O=C1C(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1c1ccccc1,,,0.686993566,2.143732823,,1.792741786,,
O=C1C2CCCCN2S(=O)(=O)N1CCC1CCc2ccccc21,OADMET-0002685,5.98,,,,,,
O=C1CC(C(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccc(F)cc2N1,OADMET-0005005,5.0,,,,,,
O=C1CC(N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)C(=O)N1c1ccccc1,,,2.431194839,3.1082077,-0.118416632,,,
O=C1CC(c2nnc(-c3ccc4ccccc4c3)o2)CN1c1c(F)cccc1F,OADMET-0005470,4.23,,,,,,
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,,,1.336619813,2.79148152,0.484987413,0.615950052,,
O=C1CC2(CCc3ccccc32)C(=O)N1CCOc1ccccc1,OADMET-0003184,5.15,,,,,,
O=C1CC2CCCC(CN1)N2C(=O)c1ccc(-c2ccccc2C(F)(F)F)o1,OADMET-0003158,6.39,,,,,,
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,,,2.08705699,3.167644557,-0.18668623,1.746244872,,
O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,,,1.551815822,2.855272561,0.379230874,,,
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,,,2.019872011,3.144807014,,1.630936119,,
O=C1CCC(=O)N1Cc1nc(Cc2ccccc2)cs1,,,0.675686709,2.16201447,,,,
O=C1CCC(c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)N1,OADMET-0004890,4.66,,,,,,
O=C1CCC2(C(=O)N3CCOc4cc(O)ccc4C3)Sc3ccccc3N12,OADMET-0002913,5.22,,,,,,
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,,,1.804466564,2.602536368,1.682172588,,1.277998644,1.348966512
O=C1CCCN1C(=O)COc1cccc(-c2nnco2)c1,,,0.675686709,1.43858981,-0.041064212,1.739572344,,
O=C1CCCN1CC(NCc1n[nH]c2ccccc12)c1ccccc1,OADMET-0006043,4.72,,,,,,
O=C1CCCN1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,0.675686709,1.19529066,,1.201397124,,
O=C1CCCN1CCCc1nc(Cc2c(Cl)cccc2Cl)n[nH]1,,,1.663738607,2.581408016,1.894483154,,,
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,,,0.675686709,1.818911775,1.280369079,1.770778396,,
O=C1CCCN1Cc1ccc(Nc2nccc(Oc3ccccc3)n2)cc1,OADMET-0003505,5.74,,,,,,
O=C1CCCN1Cc1ccccc1NCc1cnc(-c2ccsc2)s1,OADMET-0003120,5.37,,,,,,
O=C1CCCN1[C@H]1CCCC[C@H]1c1nc(-c2cnn(CCF)c2)no1,OADMET-0006068,4.76,,,,,,
O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,,,1.426136989,2.036225549,-0.016159967,1.767823498,,
O=C1CCCN1c1ccc(NCc2ccccn2)nc1,,,0.675686709,1.027920136,0.118086518,1.735279448,,
O=C1CCCN1c1ccc(S(=O)(=O)Nc2cccc(-c3nnc4n3CCC4)c2)cc1,,,,,0.996967463,,,
O=C1CCCN1c1ccc(S(=O)(=O)Nc2cccc(O)c2)cc1,OADMET-0003068,5.41,,,,,,
O=C1CCCc2c1[nH]c1cc(-n3ccnc3-c3ccncc3)ccc21,,,1.426576319,2.272414868,1.162467075,0.814913181,,
O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,,,,,,-0.795880017,,
O=C1CCN(C(=O)C2CCN(S(=O)(=O)c3cccs3)CC2)CCCCCCN1,OADMET-0001447,4.65,,,,,,
O=C1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)c2cnccc2N1,OADMET-0005315,4.77,,,,,,
O=C1CC[C@H](O)[C@@H](c2cccc(Cl)c2)N1Cc1ccccc1,,,1.038620162,2.653160395,0.578483731,2.07371835,,
O=C1CCc2cc(-c3cccc(O)c3F)cc3c2N1CCC3,OADMET-0004854,4.05,,,,,,
O=C1CCc2cc(S(=O)(=O)N3CCOc4ccccc4C3)ccc2N1,OADMET-0005486,4.93,,,,,,
O=C1CN(C(=O)CCC(=O)N2CCC2c2ccccc2)c2ccccc2N1,OADMET-0005344,5.04,,,,,,
O=C1CN(C(=O)c2ccc(Cl)cn2)CCN1CCc1ccccc1,,,0.860517677,2.698271097,0.043278229,,,
O=C1CN(C(=O)c2ccc(F)cc2)CCN1,,,0.675686709,1.027920136,0.355665263,1.672190251,,
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,,,0.720407401,1.820017453,0.923784715,1.591064607,,
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,,,0.675686709,1.387407625,0.468083204,1.710117365,1.543819805,1.433497815
